Index,LCOA,Latitude,Longitude,Production,Max_capacity,Electricity_Cost_Frac,X,Y,Z,cluster
42_97_1000000.0,229.58,42,97,1000000,570.68302855,0.29611956,-0.09056657193586287,0.7376055366397496,0.6691306063588582,0
19_-98_1000000.0,209.08,19,-98,1000000,64.742739099,0.281799406,-0.1315907521815009,-0.936316853818016,0.3255681544571567,1
17_25_1000000.0,193.74,17,25,1000000,2813.013030481,0.268090798,0.8667064471094822,0.4041518536594618,0.29237170472273677,2
-20_124_1000000.0,201.2,-20,124,1000000,933.989304061,0.279250759,-0.5254694449873074,0.7790404892842349,-0.3420201433256687,3
51_-124_1000000.0,285.51,51,-124,1000000,50.560184423,0.337888115,-0.35191149668450433,-0.5217302493553468,0.7771459614569708,4
-28_-69_1000000.0,186.8,-28,-69,1000000,472.243802248,0.245292451,0.31642011840881235,-0.8243025903159147,-0.4694715627858908,5
71_55_1000000.0,260.09,71,55,1000000,26.755408367,0.434239407,0.18673822182292293,0.26668981927897417,0.9455185755993167,6
23_1_1000000.0,200.06,23,1,1000000,4083.198397104,0.276518717,0.9203646561046942,0.016065024829944086,0.39073112848927377,7
33_80_1000000.0,195.38,33,80,1000000,874.660544504,0.260789243,0.14563361578661244,0.8259292775358054,0.5446390350150271,8
61_31_1000000.0,259.1,61,31,1000000,13.81522065,0.435896458,0.415562953540969,0.2496954135095479,0.8746197071393957,9
17_10_1000000.0,194.71,17,10,1000000,3156.22077625,0.27110128,0.9417763379148448,0.16606057816719963,0.29237170472273677,10
15_32_1000000.0,199.35,15,32,1000000,635.647117748,0.288706188,0.819151558012767,0.5118627031709536,0.25881904510252074,11
70_87_1000000.0,263.51,70,87,1000000,46.421842982,0.428139923,0.017899951255297628,0.3415514166060053,0.9396926207859083,12
63_-99_1000000.0,264.54,63,-99,1000000,40.91388679,0.431013048,-0.07101976096010305,-0.4484011233337103,0.8910065241883679,13
-11_-56_1000000.0,222.28,-11,-56,1000000,33.223533027,0.314465007,0.5489189548379108,-0.813805817319494,-0.1908089953765448,14
-19_16_1000000.0,199.85,-19,16,1000000,586.788181459,0.272257922,0.9088907895217829,0.2606202400540511,-0.3255681544571567,15
11_108_1000000.0,218.77,11,108,1000000,89.417273374,0.307961083,-0.30333948182574216,0.933582929390359,0.1908089953765448,16
48_-89_1000000.0,255.21,48,-89,1000000,62.113881145,0.434049771,0.011677939301800815,-0.6690286945265029,0.7431448254773942,17
27_38_1000000.0,204.22,27,38,1000000,729.062199049,0.278434974,0.7021227225941816,0.5485583912065974,0.4539904997395468,18
-24_135_1000000.0,205.99,-24,135,1000000,649.66769646,0.272106611,-0.645974188021251,0.6459741880212511,-0.4067366430758002,19
30_-85_1000000.0,243.47,30,-85,1000000,103.43742515,0.313135485,0.07547908730517329,-0.862729915662821,0.49999999999999994,20
35_67_1000000.0,206.43,35,67,1000000,1320.113041225,0.264478298,0.3200682026693333,0.7540334324835053,0.573576436351046,21
37_-118_1000000.0,212.24,37,-118,1000000,298.990405559,0.27197694,-0.37493666099820966,-0.7051533011679185,0.6018150231520483,22
15_17_1000000.0,200.1,15,17,1000000,199.264746796,0.275423625,0.9237194615877609,0.282409380467853,0.25881904510252074,23
-11_-43_1000000.0,211.0,-11,-43,1000000,371.329219936,0.289134148,0.7179166742244495,-0.6694681293040762,-0.1908089953765448,24
23_-103_1000000.0,204.35,23,-103,1000000,456.953433023,0.273668726,-0.20706853731277144,-0.8969123736935778,0.39073112848927377,25
48_91_1000000.0,239.86,48,91,1000000,63.89549825,0.297674786,-0.011677939301800732,0.6690286945265029,0.7431448254773942,26
60_165_1000000.0,290.92,60,165,1000000,82.572994641,0.448413697,-0.4829629131445342,0.12940952255126054,0.8660254037844386,27
20_-12_1000000.0,196.72,20,-12,1000000,1412.019249817,0.273445591,0.9191580824489982,-0.19537308163656977,0.3420201433256687,28
-7_114_1000000.0,209.12,-7,114,1000000,57.630383906,0.29514773,-0.4037048898163955,0.9067360283325738,-0.12186934340514748,29
45_35_1000000.0,272.73,45,35,1000000,26.157531753,0.309501186,0.5792279653395692,0.40557978767263886,0.7071067811865475,30
76_-54_1000000.0,201.34,76,-54,1000000,4.239237194,0.412,0.14219812244012403,-0.19571892485153294,0.9702957262759965,31
16_120_1000000.0,237.29,16,120,1000000,101.056310254,0.315608189,-0.4806308479691592,0.832477048367497,0.27563735581699916,32
47_-64_1000000.0,233.92,47,-64,1000000,47.121110885,0.430595797,0.29896840320886764,-0.6129760656099692,0.7313537016191705,33
12_-70_1000000.0,191.8,12,-70,1000000,120.910306081,0.384774401,0.3345461825966353,-0.9191580824489981,0.20791169081775934,34
-16_12_1000000.0,202.11,-16,12,1000000,284.916216013,0.272630912,0.9402558215593757,0.19985754452088275,-0.27563735581699916,35
55_15_1000000.0,236.98,55,15,1000000,47.856528845,0.421891173,0.5540322932223235,0.14845250554968453,0.8191520442889918,36
30_85_1000000.0,195.38,30,85,1000000,665.504918532,0.259806342,0.07547908730517329,0.862729915662821,0.49999999999999994,37
60_-166_1000000.0,249.92,60,-166,1000000,29.443867057,0.433972287,-0.48514786313799835,-0.12096094779983389,0.8660254037844386,38
45_119_1000000.0,244.95,45,119,1000000,88.628696452,0.325876552,-0.3428121700606598,0.6184495258776591,0.7071067811865475,39
31_83_1000000.0,196.06,31,83,1000000,198.243314655,0.259859004,0.10446241612492904,0.8507781056246614,0.5150380749100542,40
-33_-70_1000000.0,199.06,-33,-70,1000000,182.096031721,0.260563575,0.286842227851714,-0.7880925439686417,-0.5446390350150271,41
-17_131_1000000.0,203.17,-17,131,1000000,207.721703295,0.279860802,-0.627392369616113,0.721732360937903,-0.29237170472273677,42
-6_35_1000000.0,205.94,-6,35,1000000,198.865513018,0.277023264,0.8146646436810838,0.570434324618422,-0.10452846326765347,43
-21_-175_1000000.0,241.58,-21,-175,1000000,10.856135828,0.371344782,-0.930027871118743,-0.08136689548603913,-0.35836794954530027,44
-20_-68_1000000.0,188.31,-20,-68,1000000,299.819963464,0.256231475,0.3520150515306795,-0.8712678262482451,-0.3420201433256687,45
71_-50_1000000.0,223.3,71,-50,1000000,7.438429942,0.405721232,0.20927117579357385,-0.24939967557840606,0.9455185755993167,46
17_46_1000000.0,197.97,17,46,1000000,1743.704121377,0.278458181,0.6643051034394714,0.6879080722173524,0.29237170472273677,47
55_137_1000000.0,276.89,55,137,1000000,86.007577388,0.438149676,-0.41948724988687014,0.39117818896190554,0.8191520442889918,48
43_64_1000000.0,250.91,43,64,1000000,196.888838162,0.298779051,0.32060436088723254,0.6573363527541679,0.6819983600624985,49
