node_id,Location,lat,lon,region,industry,type,landmass
oft_ship44,Mikawa,34.716667,137.3,Japan & South Korea,Shipping,offtake,Japan
oft_ship45,Onomichi-Itozaki,34.383333,133.166667,Japan & South Korea,Shipping,offtake,Japan
oft_ship46,Messina,38.2,15.566667,Mediterranean,Shipping,offtake,Sicily
oft_ship47,Al Iskandariyh (Alexandria),31.166667,29.833333,Mediterranean,Shipping,offtake,Eurasia_Africa
oft_ship48,Damietta,31.483333,31.75,Mediterranean,Shipping,offtake,Eurasia_Africa
oft_ship49,Port Of Le Havre,49.483333,0.116667,Western Europe,Shipping,offtake,Eurasia_Africa
oft_ship50,Nagoya Ko,35.066667,136.866667,Japan & South Korea,Shipping,offtake,Japan
oft_ship51,Muqdisho,2.033333,45.35,Red Sea,Shipping,offtake,Eurasia_Africa
oft_ship52,Lagos,6.4,3.4,West Africa,Shipping,offtake,Eurasia_Africa
oft_ship53,Rade De Brest,48.383333,-4.5,Western Europe,Shipping,offtake,Eurasia_Africa
oft_ship54,Lagos,37.1,-8.616667,Western Europe,Shipping,offtake,Eurasia_Africa
oft_ship55,Wakayama-Shimotsu Ko,34.2,135.133333,Japan & South Korea,Shipping,offtake,Japan
oft_ship56,Split,43.5,16.433333,Mediterranean,Shipping,offtake,Eurasia_Africa
oft_ship57,Tangier-Mediterranean,35.9,-5.516667,Mediterranean,Shipping,offtake,Eurasia_Africa
oft_ship58,Tarragona,41.1,1.233333,Mediterranean,Shipping,offtake,Eurasia_Africa
oft_ship59,Tokyo Ko,35.666667,139.75,Japan & South Korea,Shipping,offtake,Japan
oft_ship60,Port Klang,3.0,101.4,South-east Asia,Shipping,offtake,Eurasia_Africa
oft_ship61,Tianjin Xin Gang,38.966667,117.833333,China & Hong Kong,Shipping,offtake,Eurasia_Africa
oft_ship62,Wakamatsu Ko,33.9,130.816667,Japan & South Korea,Shipping,offtake,Japan
oft_ship63,Osaka,34.65,135.433333,Japan & South Korea,Shipping,offtake,Japan
oft_ship64,Bur Sa'id,31.266667,32.3,Mediterranean,Shipping,offtake,Eurasia_Africa
oft_ship65,Calcutta,22.55,88.33333299999998,Middle East & India,Shipping,offtake,Eurasia_Africa
oft_ship66,Chennai (Madras),13.1,80.29999999999998,Middle East & India,Shipping,offtake,Eurasia_Africa
oft_ship67,Mumbai (Bombay),18.966667,72.866667,Middle East & India,Shipping,offtake,Eurasia_Africa
oft_ship68,Kattupalli Port,13.306944444,80.35222222199998,Middle East & India,Shipping,offtake,Eurasia_Africa
oft_ship69,Puerto La Cruz,10.25,-64.633333,N Latin America,Shipping,offtake,SouthAmerica
oft_ship70,Bayrut,33.9,35.5,Mediterranean,Shipping,offtake,Eurasia_Africa
oft_ship71,Baniyas,35.188333333,35.943333333,Mediterranean,Shipping,offtake,Eurasia_Africa
oft_ship72,Puerto Guantanamo,19.983333,-75.13333299999998,N Latin America,Shipping,offtake,Cuba
oft_ship73,Cienfuegos,22.15,-80.45,N Latin America,Shipping,offtake,Cuba
oft_ship74,Ain Sukhna Terminal,29.583333,32.366667,Red Sea,Shipping,offtake,Eurasia_Africa
oft_ship75,Abidjan,5.25,-4.016667,West Africa,Shipping,offtake,Eurasia_Africa
oft_ship76,Mina Jabal Ali,25.016667,55.05,Middle East & India,Shipping,offtake,Eurasia_Africa
oft_ship77,Nuevitas Bay,21.55,-77.266667,N Latin America,Shipping,offtake,Cuba
oft_ship78,Los Angeles,33.75,-118.25,NA West Coast,Shipping,offtake,NorthAmerica
oft_ship79,Wellington,-41.283333,174.783333,East Australia,Shipping,offtake,NewZealand
oft_ship80,Cape Town,-33.916667,18.416667,East Africa,Shipping,offtake,Eurasia_Africa
oft_ship81,Novorossiysk,44.716667,37.783333,Mediterranean,Shipping,offtake,Eurasia_Africa
oft_ship82,Odesa,46.483333,30.733333,Mediterranean,Shipping,offtake,Eurasia_Africa
oft_ship83,Illichivsk,46.3,30.65,Mediterranean,Shipping,offtake,Eurasia_Africa
oft_ship84,Istanbul,41.016667,28.966667,Mediterranean,Shipping,offtake,Eurasia_Africa
oft_ship85,Dundee,56.466667,-2.95,Western Europe,Shipping,offtake,GreatBritain
oft_ship86,Antwerpen,51.216667,4.4,Western Europe,Shipping,offtake,Eurasia_Africa
oft_ship87,Amsterdam,52.366667,4.9,Western Europe,Shipping,offtake,Eurasia_Africa
oft_ship88,Bremen,53.133333,8.766667,Western Europe,Shipping,offtake,Eurasia_Africa
oft_ship89,Bremerhaven,53.533333,8.583333,Western Europe,Shipping,offtake,Eurasia_Africa
oft_ship90,Hamburg,53.55,9.933333,Western Europe,Shipping,offtake,Eurasia_Africa
oft_ship91,Malmo,55.623333333,12.984722222,Nordics,Shipping,offtake,Eurasia_Africa
oft_ship92,Goteborg,57.709722222,11.954722222,Nordics,Shipping,offtake,Eurasia_Africa
oft_ship93,Bordeaux,44.866667,-0.566667,Western Europe,Shipping,offtake,Eurasia_Africa
oft_ship94,Manchester,53.483333,-2.266667,Western Europe,Shipping,offtake,GreatBritain
oft_ship95,Liverpool,53.416667,-3.0,Western Europe,Shipping,offtake,GreatBritain
oft_ship96,Halifax,44.65,-63.583333,NA East Coast,Shipping,offtake,NorthAmerica
oft_ship97,Kiel,54.316667,10.133333,Western Europe,Shipping,offtake,Eurasia_Africa
oft_ship98,Gdansk,54.35,18.666667,Nordics,Shipping,offtake,Eurasia_Africa
oft_ship99,Buenos Aires,-34.6,-58.366667,S Latin America,Shipping,offtake,SouthAmerica
oft_ship100,Detroit,42.333333,-83.033333,NA East Coast,Shipping,offtake,NorthAmerica
oft_ship101,Buffalo,42.883333,-78.88333299999998,NA East Coast,Shipping,offtake,NorthAmerica
oft_ship102,London,51.5,-0.0833329999999,Western Europe,Shipping,offtake,GreatBritain
oft_ship103,Cilacap,-7.733333,109.0,South-east Asia,Shipping,offtake,Indonesia_Java
oft_ship104,Kokkola,63.85,23.016667,Nordics,Shipping,offtake,Eurasia_Africa
oft_ship105,Kotka,60.466667,26.966667,Nordics,Shipping,offtake,Eurasia_Africa
oft_ship106,Foynes,52.616667,-9.116667,Western Europe,Shipping,offtake,Ireland
oft_ship107,Kasim Terminal,-1.3,131.016667,South-east Asia,Shipping,offtake,Indonesia_Papua
oft_ship108,Hong Kong,22.266667,114.2,China & Hong Kong,Shipping,offtake,Eurasia_Africa
oft_ship109,Helsinki,60.166667,24.966667,Nordics,Shipping,offtake,Eurasia_Africa
oft_ship110,Murmansk,68.983333,33.05,Nordics,Shipping,offtake,Eurasia_Africa
oft_ship111,Rotterdam,51.9,4.483333,Western Europe,Shipping,offtake,Eurasia_Africa
oft_ship112,Oulu,65.016667,25.4,Nordics,Shipping,offtake,Eurasia_Africa
oft_ship113,Stockholm,59.333333,18.05,Nordics,Shipping,offtake,Eurasia_Africa
oft_ship114,Santos,-23.95,-46.3,S Latin America,Shipping,offtake,SouthAmerica
oft_ship115,Seattle,47.6,-122.333333,NA West Coast,Shipping,offtake,NorthAmerica
oft_ship116,Samsun,41.3,36.35,Mediterranean,Shipping,offtake,Eurasia_Africa
oft_ship117,Varna,43.183333,27.966667,Mediterranean,Shipping,offtake,Eurasia_Africa
oft_ship118,Oslo,59.898055556,10.745555556,Nordics,Shipping,offtake,Eurasia_Africa
oft_ship119,Rostock,54.1,12.133333,Western Europe,Shipping,offtake,Eurasia_Africa
oft_ship120,Portland,45.516667,-122.666667,NA West Coast,Shipping,offtake,NorthAmerica
oft_ship121,Rade De Cherbourg,49.65,-1.633333,Western Europe,Shipping,offtake,Eurasia_Africa
oft_ship122,Teesport,54.65,-1.133333,Western Europe,Shipping,offtake,GreatBritain
oft_ship123,Southampton,50.9,-1.4,Western Europe,Shipping,offtake,GreatBritain
oft_ship124,Sevastopol,44.616667,33.533333,Mediterranean,Shipping,offtake,Eurasia_Africa
oft_ship125,Port Of Rouen,49.45,1.066667,Western Europe,Shipping,offtake,Eurasia_Africa
oft_ship126,Tri-City Port,38.716667,-90.2,NA East Coast,Shipping,offtake,NorthAmerica
oft_ship127,Vanasadam - Port of Tallinn,59.450128,24.766676,Nordics,Shipping,offtake,Eurasia_Africa
oft_ship128,Sillamae,59.42612,27.73945,Nordics,Shipping,offtake,Eurasia_Africa
oft_ship129,Trieste,45.651,13.746,Mediterranean,Shipping,offtake,Eurasia_Africa
oft_ship130,Cleveland,41.5,-81.716667,NA East Coast,Shipping,offtake,NorthAmerica
oft_ship131,Belfast,54.616667,-5.9,Western Europe,Shipping,offtake,Ireland
oft_ship132,Pori,61.483333,21.8,Nordics,Shipping,offtake,Eurasia_Africa
oft_ship133,Vancouver,49.283333,-123.116667,NA West Coast,Shipping,offtake,NorthAmerica
oft_ship134,Sankt-Peterburg,59.933333,30.3,Nordics,Shipping,offtake,Eurasia_Africa
oft_ship135,Busan,35.1,129.033333,Japan & South Korea,Shipping,offtake,Eurasia_Africa
oft_ship136,Inchon,37.466667,126.616667,Japan & South Korea,Shipping,offtake,Eurasia_Africa
oft_ship137,Bangkok,13.75,100.5,South-east Asia,Shipping,offtake,Eurasia_Africa
oft_ship138,Shanghai,31.216667,121.5,China & Hong Kong,Shipping,offtake,Eurasia_Africa
oft_ship139,Qingdao Gang,36.033333,120.266667,China & Hong Kong,Shipping,offtake,Eurasia_Africa
oft_ship140,Johor,1.433333,103.9,South-east Asia,Shipping,offtake,Eurasia_Africa
oft_ship141,Jurong Island,1.283333,103.733333,South-east Asia,Shipping,offtake,Eurasia_Africa
oft_ship142,Auckland,-36.85,174.766667,East Australia,Shipping,offtake,NewZealand
oft_ship143,Rio Grande,-32.05,-52.083333,S Latin America,Shipping,offtake,SouthAmerica
oft_ship144,Manila,14.583333,120.966667,South-east Asia,Shipping,offtake,Philippines
oft_ship145,Paldiski Lounasadam,59.333343,24.081111,Nordics,Shipping,offtake,Eurasia_Africa
oft_ship146,Tan-Shui,25.183333,121.4,China & Hong Kong,Shipping,offtake,Taiwan
oft_ship147,Muuga-Port of Tallin,59.500042,24.966693,Nordics,Shipping,offtake,Eurasia_Africa
oft_ship148,Tai-Chung Kang,24.3,120.5,China & Hong Kong,Shipping,offtake,Taiwan
oft_ship149,Kao-Hsiung,22.616667,120.25,China & Hong Kong,Shipping,offtake,Taiwan
oft_ship150,Gdynia,54.533333,18.55,Nordics,Shipping,offtake,Eurasia_Africa
oft_ship151,Kobenhavn,55.7,12.616667,Nordics,Shipping,offtake,Eurasia_Africa
oft_ship152,Riga,56.95,24.1,Nordics,Shipping,offtake,Eurasia_Africa
oft_ship153,Tubarao,-20.283333,-40.25,S Latin America,Shipping,offtake,SouthAmerica
oft_ship154,Fremantle,-32.05,115.75,West Australia,Shipping,offtake,Australia
oft_ship155,Bahai De La Habana,23.133333,-82.366667,N Latin America,Shipping,offtake,Cuba
oft_ship156,Vladivostok,43.108888889,131.888333333,China & Hong Kong,Shipping,offtake,Eurasia_Africa
oft_ship157,Melbourne,-37.833333,144.966667,East Australia,Shipping,offtake,Australia
oft_ship158,Newcastle,-32.916667,151.783333,East Australia,Shipping,offtake,Australia
oft_ship159,Brisbane,-27.466667,153.033333,East Australia,Shipping,offtake,Australia
oft_ship160,Sydney,-33.866667,151.2,East Australia,Shipping,offtake,Australia
oft_ship161,Bahia De Sagua De Tanamo,20.683333,-75.33333299999998,N Latin America,Shipping,offtake,Cuba
oft_ship162,Antilla,20.833333,-75.733333,N Latin America,Shipping,offtake,Cuba
oft_ship163,Chi-Lung,25.133333,121.766667,China & Hong Kong,Shipping,offtake,Taiwan
oft_ship164,Kawasaki Ko,35.5,139.766667,Japan & South Korea,Shipping,offtake,Japan
oft_ship165,Yokohama Ko,35.45,139.583333,Japan & South Korea,Shipping,offtake,Japan
p0,-14_-47_1000000.0,-14,-47,S Latin America,Green Ammonia,production,SouthAmerica
p1,8_81_1000000.0,8,81,Middle East & India,Green Ammonia,production,SriLanka
p2,14_26_1000000.0,14,26,East Africa,Green Ammonia,production,Eurasia_Africa
p3,-28_142_1000000.0,-28,142,East Australia,Green Ammonia,production,Australia
p4,24_-110_1000000.0,24,-110,N Latin America,Green Ammonia,production,NorthAmerica
p5,30_55_1000000.0,30,55,Middle East & India,Green Ammonia,production,Eurasia_Africa
p6,-31_-70_1000000.0,-31,-70,S Latin America,Green Ammonia,production,SouthAmerica
p7,41_97_1000000.0,41,97,China & Hong Kong,Green Ammonia,production,Eurasia_Africa
p8,24_0_1000000.0,24,0,Mediterranean,Green Ammonia,production,Eurasia_Africa
p9,-21_124_1000000.0,-21,124,West Australia,Green Ammonia,production,Australia
p10,-21_15_1000000.0,-21,15,East Africa,Green Ammonia,production,Eurasia_Africa
p11,21_24_1000000.0,21,24,Mediterranean,Green Ammonia,production,Eurasia_Africa
p12,18_12_1000000.0,18,12,West Africa,Green Ammonia,production,Eurasia_Africa
p13,18_-98_1000000.0,18,-98,Gulf of Mexico,Green Ammonia,production,NorthAmerica
p14,-21_25_1000000.0,-21,25,East Africa,Green Ammonia,production,Eurasia_Africa
p15,-11_-43_1000000.0,-11,-43,S Latin America,Green Ammonia,production,SouthAmerica
p16,36_77_1000000.0,36,77,Middle East & India,Green Ammonia,production,Eurasia_Africa
p17,45_115_1000000.0,45,115,China & Hong Kong,Green Ammonia,production,Eurasia_Africa
p18,16_10_1000000.0,16,10,West Africa,Green Ammonia,production,Eurasia_Africa
p19,17_46_1000000.0,17,46,Red Sea,Green Ammonia,production,Eurasia_Africa
p20,-20_124_1000000.0,-20,124,West Australia,Green Ammonia,production,Australia
p21,-28_-69_1000000.0,-28,-69,S Latin America,Green Ammonia,production,SouthAmerica
p22,37_-118_1000000.0,37,-118,NA West Coast,Green Ammonia,production,NorthAmerica
p23,12_106_1000000.0,12,106,South-east Asia,Green Ammonia,production,Eurasia_Africa
p24,17_25_1000000.0,17,25,East Africa,Green Ammonia,production,Eurasia_Africa
p25,54_159_1000000.0,54,159,China & Hong Kong,Green Ammonia,production,Eurasia_Africa
p26,27_38_1000000.0,27,38,Middle East & India,Green Ammonia,production,Eurasia_Africa
p27,42_81_1000000.0,42,81,Middle East & India,Green Ammonia,production,Eurasia_Africa
p28,27_-82_1000000.0,27,-82,NA East Coast,Green Ammonia,production,NorthAmerica
p30,35_67_1000000.0,35,67,Middle East & India,Green Ammonia,production,Eurasia_Africa
p31,30_85_1000000.0,30,85,Middle East & India,Green Ammonia,production,Eurasia_Africa
p32,-21_-58_1000000.0,-21,-58,S Latin America,Green Ammonia,production,SouthAmerica
p33,17_-16_1000000.0,17,-16,West Africa,Green Ammonia,production,Eurasia_Africa
p34,37_63_1000000.0,37,63,Middle East & India,Green Ammonia,production,Eurasia_Africa
p35,6_102_1000000.0,6,102,South-east Asia,Green Ammonia,production,Eurasia_Africa
p36,3_36_1000000.0,3,36,East Africa,Green Ammonia,production,Eurasia_Africa
p37,38_-106_1000000.0,38,-106,NA West Coast,Green Ammonia,production,NorthAmerica
p38,12_-72_1000000.0,12,-72,N Latin America,Green Ammonia,production,NorthAmerica
p39,33_92_1000000.0,33,92,China & Hong Kong,Green Ammonia,production,Eurasia_Africa
p40,20_9_1000000.0,20,9,West Africa,Green Ammonia,production,Eurasia_Africa
p41,-6_35_1000000.0,-6,35,East Africa,Green Ammonia,production,Eurasia_Africa
p42,23_-103_1000000.0,23,-103,N Latin America,Green Ammonia,production,NorthAmerica
p43,-23_134_1000000.0,-23,134,East Australia,Green Ammonia,production,Australia
p44,17_121_1000000.0,17,121,South-east Asia,Green Ammonia,production,Philippines
p45,20_-12_1000000.0,20,-12,West Africa,Green Ammonia,production,Eurasia_Africa
p46,-16_137_1000000.0,-16,137,East Australia,Green Ammonia,production,Australia
p47,-15_-72_1000000.0,-15,-72,S Latin America,Green Ammonia,production,SouthAmerica
p48,-19_13_1000000.0,-19,13,West Africa,Green Ammonia,production,Eurasia_Africa
p49,42_109_1000000.0,42,109,China & Hong Kong,Green Ammonia,production,Eurasia_Africa
pf0,-14_-47_1000000.0,-14,-47,S Latin America,Fossil,production,SouthAmerica
pf1,8_81_1000000.0,8,81,Middle East & India,Fossil,production,SriLanka
pf2,14_26_1000000.0,14,26,East Africa,Fossil,production,Eurasia_Africa
pf3,-28_142_1000000.0,-28,142,East Australia,Fossil,production,Australia
pf4,24_-110_1000000.0,24,-110,N Latin America,Fossil,production,NorthAmerica
pf5,30_55_1000000.0,30,55,Middle East & India,Fossil,production,Eurasia_Africa
pf6,-31_-70_1000000.0,-31,-70,S Latin America,Fossil,production,SouthAmerica
pf7,41_97_1000000.0,41,97,China & Hong Kong,Fossil,production,Eurasia_Africa
pf8,24_0_1000000.0,24,0,Mediterranean,Fossil,production,Eurasia_Africa
pf9,-21_124_1000000.0,-21,124,West Australia,Fossil,production,Australia
pf10,-21_15_1000000.0,-21,15,East Africa,Fossil,production,Eurasia_Africa
pf11,21_24_1000000.0,21,24,Mediterranean,Fossil,production,Eurasia_Africa
pf12,18_12_1000000.0,18,12,West Africa,Fossil,production,Eurasia_Africa
pf13,18_-98_1000000.0,18,-98,Gulf of Mexico,Fossil,production,NorthAmerica
pf14,-21_25_1000000.0,-21,25,East Africa,Fossil,production,Eurasia_Africa
pf15,-11_-43_1000000.0,-11,-43,S Latin America,Fossil,production,SouthAmerica
pf16,36_77_1000000.0,36,77,Middle East & India,Fossil,production,Eurasia_Africa
pf17,45_115_1000000.0,45,115,China & Hong Kong,Fossil,production,Eurasia_Africa
pf18,16_10_1000000.0,16,10,West Africa,Fossil,production,Eurasia_Africa
pf19,17_46_1000000.0,17,46,Red Sea,Fossil,production,Eurasia_Africa
pf20,-20_124_1000000.0,-20,124,West Australia,Fossil,production,Australia
pf21,-28_-69_1000000.0,-28,-69,S Latin America,Fossil,production,SouthAmerica
pf22,37_-118_1000000.0,37,-118,NA West Coast,Fossil,production,NorthAmerica
pf23,12_106_1000000.0,12,106,South-east Asia,Fossil,production,Eurasia_Africa
pf24,17_25_1000000.0,17,25,East Africa,Fossil,production,Eurasia_Africa
pf25,54_159_1000000.0,54,159,China & Hong Kong,Fossil,production,Eurasia_Africa
pf26,27_38_1000000.0,27,38,Middle East & India,Fossil,production,Eurasia_Africa
pf27,42_81_1000000.0,42,81,Middle East & India,Fossil,production,Eurasia_Africa
pf28,27_-82_1000000.0,27,-82,NA East Coast,Fossil,production,NorthAmerica
pf30,35_67_1000000.0,35,67,Middle East & India,Fossil,production,Eurasia_Africa
pf31,30_85_1000000.0,30,85,Middle East & India,Fossil,production,Eurasia_Africa
pf32,-21_-58_1000000.0,-21,-58,S Latin America,Fossil,production,SouthAmerica
pf33,17_-16_1000000.0,17,-16,West Africa,Fossil,production,Eurasia_Africa
pf34,37_63_1000000.0,37,63,Middle East & India,Fossil,production,Eurasia_Africa
pf35,6_102_1000000.0,6,102,South-east Asia,Fossil,production,Eurasia_Africa
pf36,3_36_1000000.0,3,36,East Africa,Fossil,production,Eurasia_Africa
pf37,38_-106_1000000.0,38,-106,NA West Coast,Fossil,production,NorthAmerica
pf38,12_-72_1000000.0,12,-72,N Latin America,Fossil,production,NorthAmerica
pf39,33_92_1000000.0,33,92,China & Hong Kong,Fossil,production,Eurasia_Africa
pf40,20_9_1000000.0,20,9,West Africa,Fossil,production,Eurasia_Africa
pf41,-6_35_1000000.0,-6,35,East Africa,Fossil,production,Eurasia_Africa
pf42,23_-103_1000000.0,23,-103,N Latin America,Fossil,production,NorthAmerica
pf43,-23_134_1000000.0,-23,134,East Australia,Fossil,production,Australia
pf44,17_121_1000000.0,17,121,South-east Asia,Fossil,production,Philippines
pf45,20_-12_1000000.0,20,-12,West Africa,Fossil,production,Eurasia_Africa
pf46,-16_137_1000000.0,-16,137,East Australia,Fossil,production,Australia
pf47,-15_-72_1000000.0,-15,-72,S Latin America,Fossil,production,SouthAmerica
pf48,-19_13_1000000.0,-19,13,West Africa,Fossil,production,Eurasia_Africa
pf49,42_109_1000000.0,42,109,China & Hong Kong,Fossil,production,Eurasia_Africa